ID_ZLECENIA_PALONA;DTZAPIS;ILOSC_PALONA;NUMERZASYPU;IDZLECENIE;NUMERPIECA;Anulowany;Zagubiona;SUMA_ZIELONEJ;QuantityError;PREV_ILOSC_PALONA;Posted;ZbiornikKawyPalonej;LockedByEditor;dtLastEdited;ExternalErrorCleaner;READJUSTED_BY;TruckNo1;TruckNo2;dtRoastingStart;dtRoastingFinish;ikWh_counter_start;ikWh_counter_finish;im3_counter_start;im3_counter_finish;ikWh_multiplier;im3_multiplier;ikWh_unit_name;im3_unit_name;ikWh_consumption;im3_consumption;ikWh_counter1_start;ikWh_counter1_finish;ikWh_multiplier1;ikWh_unit_name1;ikWh_consumption1;ikWh_total_consumption;lTriggerCounter
1205560;2024-01-03 17:45:23.573;529,8;2;138495;4000;0;NULL;637,5;0;529,8;0;651;NULL;2024-01-03 18:46:50.090;NULL;NULL;NULL;NULL;2024-01-03 18:25:06.700;2024-01-03 18:37:56.343;3850822;3850838;14538363;14539612;1;1;kWh;m3;16;1249;10788767;10788979;0,01;kWh;2,12;18,12;1527
1205559;2024-01-03 17:40:41.273;315,6;4;138494;3000;0;NULL;360,1;0;315,6;0;653;NULL;2024-01-03 18:01:47.880;NULL;NULL;NULL;NULL;2024-01-03 17:48:15.670;2024-01-03 17:54:02.480;1099220;1099233;495031;495040;1;1;kWh;m3;13;9;NULL;NULL;NULL;NULL;NULL;13;847
1205558;2024-01-03 17:38:30.000;524,7;1;138495;4000;0;NULL;633,6;0;524,7;0;651;NULL;2024-01-03 18:36:52.070;NULL;NULL;NULL;NULL;2024-01-03 18:01:02.650;2024-01-03 18:13:25.077;3850795;3850810;14536999;14538363;1;1;kWh;m3;15;1364;10788418;10788571;0,01;kWh;1,53;16,53;1526
1205557;2024-01-03 17:32:42.023;315;3;138494;3000;0;NULL;360;0;315;0;653;NULL;2024-01-03 17:53:06.950;NULL;NULL;NULL;NULL;2024-01-03 17:39:24.663;2024-01-03 17:45:26.350;1099201;1099214;495021;495030;1;1;kWh;m3;13;9;NULL;NULL;NULL;NULL;NULL;13;845
1205556;2024-01-03 17:26:42.760;516,6;7;138493;4000;0;NULL;599,3;0;516,6;1;652;NULL;2024-01-03 17:57:45.603;NULL;NULL;NULL;NULL;2024-01-03 17:43:46.487;2024-01-03 17:51:59.280;3850774;3850786;14535659;14536999;1;1;kWh;m3;12;1340;10788131;10788269;0,01;kWh;1,38;13,38;1525
1205555;2024-01-03 17:23:22.817;315,8;2;138494;3000;0;NULL;359,6;0;315,8;1;653;NULL;2024-01-03 17:45:46.050;NULL;NULL;NULL;NULL;2024-01-03 17:31:55.713;2024-01-03 17:38:18.787;1099186;1099199;495010;495020;1;1;kWh;m3;13;10;NULL;NULL;NULL;NULL;NULL;13;843
1205554;2024-01-03 17:18:02.490;516,8;6;138493;4000;0;NULL;599,4;0;516,8;1;652;NULL;2024-01-03 17:48:46.490;NULL;NULL;NULL;NULL;2024-01-03 17:34:54.730;2024-01-03 17:43:01.473;3850762;3850773;14534319;14535659;1;1;kWh;m3;11;1340;10787811;10788112;0,01;kWh;3,01;14,01;1524
1205553;2024-01-03 17:15:14.000;316,8;1;138494;3000;0;NULL;361,1;0;316,8;1;653;NULL;2024-01-03 17:36:46.973;NULL;NULL;NULL;NULL;2024-01-03 17:22:37.500;2024-01-03 17:28:51.677;1099165;1099180;494997;495009;1;1;kWh;m3;15;12;NULL;NULL;NULL;NULL;NULL;15;841
1205552;2024-01-03 17:09:11.307;516,7;5;138493;4000;0;NULL;599,3;0;516,7;1;651;NULL;2024-01-03 17:39:46.030;NULL;NULL;NULL;NULL;2024-01-03 17:26:02.740;2024-01-03 17:34:19.080;3850750;3850761;14532976;14534319;1;1;kWh;m3;11;1343;10787664;10787797;0,01;kWh;1,33;12,33;1523
1205551;2024-01-03 17:01:04.680;517,8;4;138493;4000;0;NULL;599,6;0;517,8;0;651;NULL;2024-01-03 17:30:47.627;NULL;NULL;NULL;NULL;2024-01-03 17:17:26.843;2024-01-03 17:25:37.430;3850738;3850749;14531636;14532976;1;1;kWh;m3;11;1340;10787520;10787656;0,01;kWh;1,36;12,36;1522
1205550;2024-01-03 16:53:42.507;517,3;3;138493;4000;0;NULL;599,3;0;517,3;1;651;NULL;2024-01-03 17:22:45.800;NULL;NULL;NULL;NULL;2024-01-03 17:08:42.463;2024-01-03 17:16:40.470;3850725;3850736;14530297;14531636;1;1;kWh;m3;11;1339;10787367;10787505;0,01;kWh;1,38;12,38;1521
1205549;2024-01-03 16:51:42.380;336;5;138490;3000;0;NULL;399,7;0;336,1;0;649;NULL;2024-01-03 17:17:17.880;NULL;NULL;4;NULL;2024-01-03 17:02:05.160;2024-01-03 17:08:59.320;1099122;1099136;494983;494994;1;1;kWh;m3;14;11;NULL;NULL;NULL;NULL;NULL;14;839
1205548;2024-01-03 16:43:53.977;518,2;2;138493;4000;0;NULL;599,3;0;518,2;1;651;NULL;2024-01-03 17:13:46.767;NULL;NULL;NULL;NULL;2024-01-03 17:00:14.500;2024-01-03 17:07:55.223;3850713;3850724;14528962;14530297;1;1;kWh;m3;11;1335;10787059;10787354;0,01;kWh;2,95;13,95;1520
1205547;2024-01-03 16:41:58.697;338;4;138490;3000;0;NULL;401,3;0;338;1;649;NULL;2024-01-03 17:07:46.500;NULL;NULL;4;NULL;2024-01-03 16:51:05.850;2024-01-03 16:57:55.190;1099097;1099112;494971;494981;1;1;kWh;m3;15;10;NULL;NULL;NULL;NULL;NULL;15;837
1205546;2024-01-03 16:37:46.000;519;1;138493;4000;0;NULL;600,7;0;519;0;651;NULL;2024-01-03 17:04:53.407;NULL;NULL;NULL;NULL;2024-01-03 16:51:25.890;2024-01-03 16:59:21.800;3850702;3850712;14527607;14528962;1;1;kWh;m3;10;1355;10786953;10787041;0,01;kWh;0,88;10,88;1519
1205545;2024-01-03 16:37:02.000;0;1;138492;2000;0;NULL;NULL;0;0;0;0;NULL;2024-01-03 16:35:25.307;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL
1205544;2024-01-03 16:32:19.720;335;3;138490;3000;0;NULL;398,9;0;335,2;0;650;NULL;2024-01-03 16:58:19.043;NULL;NULL;5;NULL;2024-01-03 16:41:21.847;2024-01-03 16:48:24.510;1099076;1099091;494960;494970;1;1;kWh;m3;15;10;NULL;NULL;NULL;NULL;NULL;15;835
1205543;2024-01-03 16:25:41.970;437,3;2;138491;4000;0;NULL;501,7;0;437,3;0;653;NULL;2024-01-03 16:47:52.743;NULL;NULL;NULL;NULL;2024-01-03 16:37:07.603;2024-01-03 16:43:32.460;3850686;3850695;14526491;14527607;1;1;kWh;m3;9;1116;10786717;10786824;0,01;kWh;1,07;10,07;1518
1205542;2024-01-03 16:23:42.163;337,6;2;138490;3000;0;NULL;401,2;0;338;0;649;NULL;2024-01-03 16:46:48.007;NULL;NULL;1;NULL;2024-01-03 16:31:39.973;2024-01-03 16:38:35.750;1099055;1099070;494949;494959;1;1;kWh;m3;15;10;NULL;NULL;NULL;NULL;NULL;15;833
1205541;2024-01-03 16:19:44.000;438,7;1;138491;4000;0;NULL;501,2;0;438,7;1;654;NULL;2024-01-03 16:40:46.430;NULL;NULL;NULL;NULL;2024-01-03 16:29:56.077;2024-01-03 16:36:30.647;3850676;3850685;14525371;14526491;1;1;kWh;m3;9;1120;10786600;10786703;0,01;kWh;1,03;10,03;1517
1205540;2024-01-03 16:14:55.000;335,9;1;138490;3000;0;NULL;399,6;0;335,9;1;649;NULL;2024-01-03 16:37:46.497;NULL;NULL;1;NULL;2024-01-03 16:22:59.780;2024-01-03 16:29:55.973;1099036;1099051;494938;494948;1;1;kWh;m3;15;10;NULL;NULL;NULL;NULL;NULL;15;831
1205539;2024-01-03 16:07:56.110;437,4;6;138489;4000;0;NULL;501;0;437,4;1;654;NULL;2024-01-03 16:32:45.710;NULL;NULL;NULL;NULL;2024-01-03 16:21:21.213;2024-01-03 16:27:50.747;3850665;3850674;14524255;14525371;1;1;kWh;m3;9;1116;10786425;10786565;0,01;kWh;1,4;10,4;1516
1205538;2024-01-03 16:04:05.130;336;12;138488;3000;0;NULL;399,2;0;336;0;650;NULL;2024-01-03 16:32:20.547;NULL;NULL;7;NULL;2024-01-03 16:14:57.460;2024-01-03 16:21:47.560;1099020;1099033;494928;494938;1;1;kWh;m3;13;10;NULL;NULL;NULL;NULL;NULL;13;829
1205537;2024-01-03 15:57:18.887;437,2;5;138489;4000;0;NULL;501;0;437,2;1;653;NULL;2024-01-03 16:25:46.353;NULL;NULL;NULL;NULL;2024-01-03 16:14:20.470;2024-01-03 16:20:55.240;3850656;3850665;14523121;14524255;1;1;kWh;m3;9;1134;10786180;10786417;0,01;kWh;2,37;11,37;1515
1205536;2024-01-03 15:55:12.420;338,6;11;138488;3000;0;NULL;401,2;0;338,6;1;650;NULL;2024-01-03 16:20:46.357;NULL;NULL;7;NULL;2024-01-03 16:02:27.427;2024-01-03 16:09:21.113;1098991;1099006;494915;494925;1;1;kWh;m3;15;10;NULL;NULL;NULL;NULL;NULL;15;827
1205535;2024-01-03 15:47:04.413;436,1;4;138489;4000;0;NULL;500,7;0;436,1;1;653;NULL;2024-01-03 16:09:46.187;NULL;NULL;NULL;NULL;2024-01-03 15:58:58.060;2024-01-03 16:05:28.517;3850639;3850647;14522005;14523121;1;1;kWh;m3;8;1116;10785927;10786032;0,01;kWh;1,05;9,05;1514
1205534;2024-01-03 15:45:27.287;337;10;138488;3000;0;NULL;398,9;0;336,7;0;649;NULL;2024-01-03 16:11:19.933;NULL;NULL;8;NULL;2024-01-03 15:54:38.093;2024-01-03 16:01:23.310;1098974;1098989;494905;494915;1;1;kWh;m3;15;10;NULL;NULL;NULL;NULL;NULL;15;825
1205533;2024-01-03 15:37:28.257;338,9;9;138488;3000;0;NULL;401;0;339;0;649;NULL;2024-01-03 15:59:50.567;NULL;NULL;8;NULL;2024-01-03 15:44:48.020;2024-01-03 15:51:25.720;1098953;1098967;494894;494904;1;1;kWh;m3;14;10;NULL;NULL;NULL;NULL;NULL;14;823
1205532;2024-01-03 15:31:29.033;437;3;138489;4000;0;NULL;501,1;0;437;1;653;NULL;2024-01-03 16:03:45.553;NULL;NULL;NULL;NULL;2024-01-03 15:52:00.090;2024-01-03 15:58:00.390;3850629;3850637;14520877;14522005;1;1;kWh;m3;8;1128;10785812;10785911;0,01;kWh;0,9899999;8,99;1513
1205531;2024-01-03 15:28:54.807;339,2;8;138488;3000;0;NULL;400,8;0;339;0;650;NULL;2024-01-03 15:51:57.837;NULL;NULL;6;NULL;2024-01-03 15:36:53.860;2024-01-03 15:43:46.487;1098936;1098951;494884;494894;1;1;kWh;m3;15;10;NULL;NULL;NULL;NULL;NULL;15;821
1205530;2024-01-03 15:21:02.720;338;7;138488;3000;0;NULL;399,3;0;338,4;0;650;NULL;2024-01-03 15:45:37.757;NULL;NULL;6;NULL;2024-01-03 15:28:18.610;2024-01-03 15:35:30.217;1098917;1098932;494871;494883;1;1;kWh;m3;15;12;NULL;NULL;NULL;NULL;NULL;15;819
1205529;2024-01-03 15:06:26.210;437,7;2;138489;4000;0;NULL;501,1;0;437,7;0;653;NULL;2024-01-03 15:55:48.893;NULL;NULL;NULL;NULL;2024-01-03 15:45:03.557;2024-01-03 15:51:04.233;3850620;3850628;14519746;14520877;1;1;kWh;m3;8;1131;10785699;10785799;0,01;kWh;1;9;1512
1205528;2024-01-03 15:02:35.683;339,4;6;138488;3000;0;NULL;401,2;0;339,4;1;649;NULL;2024-01-03 15:25:45.530;NULL;NULL;3;NULL;2024-01-03 15:11:09.653;2024-01-03 15:17:52.977;1098879;1098894;494858;494868;1;1;kWh;m3;15;10;NULL;NULL;NULL;NULL;NULL;15;817
1205527;2024-01-03 14:58:49.000;438,3;1;138489;4000;0;NULL;501,1;0;438,3;1;653;NULL;2024-01-03 15:41:45.700;NULL;NULL;NULL;NULL;2024-01-03 15:31:07.617;2024-01-03 15:37:20.963;3850605;3850613;14518611;14519746;1;1;kWh;m3;8;1135;10785472;10785570;0,01;kWh;0,98;8,98;1511
1205526;2024-01-03 14:53:12.043;337;5;138488;3000;0;NULL;399,3;0;337;1;649;NULL;2024-01-03 15:16:46.287;NULL;NULL;3;NULL;2024-01-03 15:01:57.893;2024-01-03 15:08:43.627;1098859;1098873;494847;494857;1;1;kWh;m3;14;10;NULL;NULL;NULL;NULL;NULL;14;815
1205525;2024-01-03 14:48:49.233;519,2;12;138487;4000;0;NULL;600,9;0;519,2;1;651;NULL;2024-01-03 15:19:45.627;NULL;NULL;NULL;NULL;2024-01-03 15:05:51.307;2024-01-03 15:13:49.233;3850578;3850589;14517260;14518611;1;1;kWh;m3;11;1351;10784870;10785187;0,01;kWh;3,17;14,17;1510
1205524;2024-01-03 14:44:29.743;338,1;4;138488;3000;0;NULL;399,9;0;338,1;1;650;NULL;2024-01-03 15:07:45.890;NULL;NULL;1;NULL;2024-01-03 14:52:42.043;2024-01-03 14:58:54.910;1098837;1098852;494835;494845;1;1;kWh;m3;15;10;NULL;NULL;NULL;NULL;NULL;15;813
1205523;2024-01-03 14:34:45.083;339;3;138488;3000;0;NULL;401,2;0;338,7;0;650;NULL;2024-01-03 14:58:54.023;NULL;NULL;1;NULL;2024-01-03 14:43:52.790;2024-01-03 14:50:51.357;1098819;1098834;494825;494835;1;1;kWh;m3;15;10;NULL;NULL;NULL;NULL;NULL;15;811
1205522;2024-01-03 14:23:31.330;339,2;2;138488;3000;0;NULL;401,2;0;339,2;1;649;NULL;2024-01-03 14:49:46.030;NULL;NULL;7;NULL;2024-01-03 14:34:06.183;2024-01-03 14:41:17.460;1098798;1098813;494813;494823;1;1;kWh;m3;15;10;NULL;NULL;NULL;NULL;NULL;15;809
1205521;2024-01-03 14:16:13.000;340;1;138488;3000;0;NULL;401,3;0;340;1;649;NULL;2024-01-03 14:42:46.007;NULL;NULL;7;NULL;2024-01-03 14:22:44.107;2024-01-03 14:29:46.947;1098772;1098789;494798;494811;1;1;kWh;m3;17;13;NULL;NULL;NULL;NULL;NULL;17;807
1205520;2024-01-03 14:09:04.910;519,9;11;138487;4000;0;NULL;600,6001;0;519,9;1;651;NULL;2024-01-03 15:10:46.137;NULL;NULL;NULL;NULL;2024-01-03 14:57:01.710;2024-01-03 15:05:15.783;3850565;3850577;14515895;14517260;1;1;kWh;m3;12;1365;10784722;10784859;0,01;kWh;1,37;13,37;1509
1205519;2024-01-03 14:01:51.177;517,8;10;138487;4000;0;NULL;599;0;517,8;0;652;NULL;2024-01-03 15:01:56.240;NULL;NULL;NULL;NULL;2024-01-03 14:48:06.673;2024-01-03 14:56:24.550;3850554;3850564;14514486;14515895;1;1;kWh;m3;10;1409;10784577;10784709;0,01;kWh;1,32;11,32;1508
1205518;2024-01-03 14:00:02.170;308,3;21;138486;3000;0;NULL;352,5;0;308,3;1;649;NULL;2024-01-03 14:19:45.920;NULL;NULL;9;NULL;2024-01-03 14:06:18.560;2024-01-03 14:12:01.380;1098737;1098750;494786;494795;1;1;kWh;m3;13;9;NULL;NULL;NULL;NULL;NULL;13;805
1205517;2024-01-03 13:53:50.243;517,9;9;138487;4000;0;NULL;598,9;0;517,9;1;652;NULL;2024-01-03 14:45:45.890;NULL;NULL;NULL;NULL;2024-01-03 14:05:40.640;2024-01-03 14:13:47.207;3850510;3850521;14513128;14514486;1;1;kWh;m3;11;1358;10783880;10784012;0,01;kWh;1,32;12,32;1507
1205516;2024-01-03 13:49:47.270;307,9;20;138486;3000;0;NULL;351,8;0;308;0;649;NULL;2024-01-03 14:12:50.867;NULL;NULL;9;NULL;2024-01-03 13:59:22.780;2024-01-03 14:05:18.233;1098722;1098734;494776;494786;1;1;kWh;m3;12;10;NULL;NULL;NULL;NULL;NULL;12;803
1205515;2024-01-03 13:45:37.340;518,9;8;138487;4000;0;NULL;598,9;0;520;0;652;NULL;2024-01-03 14:34:44.890;1;32;NULL;NULL;2024-01-03 13:56:03.023;2024-01-03 14:03:57.680;3850497;3850508;14511780;14513128;1;1;kWh;m3;11;1348;10783545;10783844;0,01;kWh;2,99;13,99;1506
1205514;2024-01-03 13:39:36.637;307,3;19;138486;3000;0;NULL;351,3;0;307,3;1;649;NULL;2024-01-03 14:02:45.403;NULL;NULL;9;NULL;2024-01-03 13:48:59.063;2024-01-03 13:54:54.837;1098700;1098713;494765;494775;1;1;kWh;m3;13;10;NULL;NULL;NULL;NULL;NULL;13;801
1205513;2024-01-03 13:36:04.437;520,4;7;138487;4000;0;NULL;600,9;0;520,4;0;651;NULL;2024-01-03 14:00:54.447;NULL;NULL;NULL;NULL;2024-01-03 13:47:09.273;2024-01-03 13:55:12.430;3850484;3850495;14510424;14511780;1;1;kWh;m3;11;1356;10783396;10783531;0,01;kWh;1,35;12,35;1505
1205512;2024-01-03 13:31:57.540;307,7;18;138486;3000;0;NULL;351,8;0;307,7;1;654;NULL;2024-01-03 13:52:46.047;NULL;NULL;NULL;NULL;2024-01-03 13:38:57.097;2024-01-03 13:44:55.890;1098677;1098691;494755;494764;1;1;kWh;m3;14;9;NULL;NULL;NULL;NULL;NULL;14;799
1205511;2024-01-03 13:28:05.400;519,1;6;138487;4000;0;NULL;599,1;0;519,1;1;651;NULL;2024-01-03 13:52:46.170;NULL;NULL;NULL;NULL;2024-01-03 13:38:18.250;2024-01-03 13:46:24.333;3850472;3850483;14509076;14510424;1;1;kWh;m3;11;1348;10783250;10783383;0,01;kWh;1,33;12,33;1504
1205510;2024-01-03 13:19:28.477;307,7;17;138486;3000;0;NULL;351,3;0;307,7;1;654;NULL;2024-01-03 13:44:46.573;NULL;NULL;NULL;NULL;2024-01-03 13:31:18.973;2024-01-03 13:37:20.720;1098661;1098674;494744;494754;1;1;kWh;m3;13;10;NULL;NULL;NULL;NULL;NULL;13;797
1205509;2024-01-03 13:15:45.397;520;5;138487;4000;0;NULL;599,1;0;520;1;649;NULL;2024-01-03 14:24:32.210;1;32;NULL;NULL;2024-01-03 13:29:41.107;2024-01-03 13:37:46.193;3850460;3850471;14507726;14509076;1;1;kWh;m3;11;1350;10783106;10783244;0,01;kWh;1,38;12,38;NULL
1205508;2024-01-03 13:07:10.997;307,7;16;138486;3000;0;NULL;352,1;0;307,7;1;654;NULL;2024-01-03 13:32:46.010;NULL;NULL;NULL;NULL;2024-01-03 13:18:55.007;2024-01-03 13:24:53.910;1098634;1098647;494732;494742;1;1;kWh;m3;13;10;NULL;NULL;NULL;NULL;NULL;13;795
1205507;2024-01-03 13:03:52.480;520,3;4;138487;4000;0;NULL;600,9999;0;520,3;0;651;NULL;2024-01-03 13:42:21.370;NULL;NULL;NULL;NULL;2024-01-03 13:20:41.783;2024-01-03 13:28:50.183;3850447;3850459;14506371;14507726;1;1;kWh;m3;12;1355;10782759;10783087;0,01;kWh;3,28;15,28;1503
1205506;2024-01-03 13:00:09.897;308,5;15;138486;3000;0;NULL;352,8;0;308,5;1;654;NULL;2024-01-03 13:19:46.823;NULL;NULL;NULL;NULL;2024-01-03 13:06:36.220;2024-01-03 13:12:37.713;1098607;1098619;494721;494729;1;1;kWh;m3;12;8;NULL;NULL;NULL;NULL;NULL;12;793
1205505;2024-01-03 12:52:23.317;309,8;14;138486;3000;0;NULL;354,1;0;309,8;0;654;NULL;2024-01-03 13:12:49.437;NULL;NULL;NULL;NULL;2024-01-03 12:59:26.567;2024-01-03 13:05:29.003;1098592;1098604;494711;494720;1;1;kWh;m3;12;9;NULL;NULL;NULL;NULL;NULL;12;791
1205504;2024-01-03 12:49:47.553;519,3;3;138487;4000;0;NULL;599,1;0;519,3;1;650;NULL;2024-01-03 13:25:46.437;NULL;NULL;NULL;NULL;2024-01-03 13:11:53.290;2024-01-03 13:19:57.450;3850435;3850446;14505014;14506371;1;1;kWh;m3;11;1357;10782618;10782750;0,01;kWh;1,32;12,32;1501
1205503;2024-01-03 12:43:06.193;309,7;13;138486;3000;0;NULL;355;0;309,7;0;654;NULL;2024-01-03 13:02:49.110;NULL;NULL;NULL;NULL;2024-01-03 12:49:47.050;2024-01-03 12:55:35.377;1098569;1098582;494701;494709;1;1;kWh;m3;13;8;NULL;NULL;NULL;NULL;NULL;13;789
1205502;2024-01-03 12:38:05.817;520;2;138487;4000;0;NULL;599,2;0;520;0;650;NULL;2024-01-03 13:22:46.470;NULL;NULL;NULL;NULL;2024-01-03 13:03:17.003;2024-01-03 13:11:19.450;3850424;3850434;14503638;14505014;1;1;kWh;m3;10;1376;10782473;10782604;0,01;kWh;1,31;11,31;1500
1205501;2024-01-03 12:33:29.403;309,9;12;138486;3000;0;NULL;354,9;0;309,9;0;654;NULL;2024-01-03 12:55:52.057;NULL;NULL;NULL;NULL;2024-01-03 12:42:31.393;2024-01-03 12:48:24.720;1098554;1098567;494691;494700;1;1;kWh;m3;13;9;NULL;NULL;NULL;NULL;NULL;13;787
1205500;2024-01-03 12:30:56.000;519,9;1;138487;4000;0;NULL;599,8;0;519,9;0;649;NULL;2024-01-03 13:02:48.703;NULL;NULL;NULL;NULL;2024-01-03 12:49:10.150;2024-01-03 12:57:05.727;3850407;3850417;14502243;14503638;1;1;kWh;m3;10;1395;10782419;10782436;0,01;kWh;0,17;10,17;1498
1205499;2024-01-03 12:25:00.940;310,2;11;138486;3000;0;NULL;355;0;310,2;1;654;NULL;2024-01-03 12:46:46.480;NULL;NULL;NULL;NULL;2024-01-03 12:32:51.023;2024-01-03 12:38:48.287;1098534;1098546;494680;494689;1;1;kWh;m3;12;9;NULL;NULL;NULL;NULL;NULL;12;785
1205498;2024-01-03 12:15:28.777;309,2;10;138486;3000;0;NULL;353,9;0;309,2;1;653;NULL;2024-01-03 12:37:46.410;NULL;NULL;NULL;NULL;2024-01-03 12:24:23.310;2024-01-03 12:30:19.093;1098515;1098528;494670;494679;1;1;kWh;m3;13;9;NULL;NULL;NULL;NULL;NULL;13;783
1205497;2024-01-03 12:08:02.643;309,8;9;138486;3000;0;NULL;354,5;0;309,8;0;653;NULL;2024-01-03 12:27:48.470;NULL;NULL;NULL;NULL;2024-01-03 12:14:40.630;2024-01-03 12:20:43.620;1098494;1098507;494660;494668;1;1;kWh;m3;13;8;NULL;NULL;NULL;NULL;NULL;13;781
1205496;2024-01-03 12:04:02.103;526,4;14;138485;4000;0;NULL;630,5;0;526,4;1;651;NULL;2024-01-03 12:38:46.223;NULL;NULL;NULL;NULL;2024-01-03 12:22:56.883;2024-01-03 12:33:18.327;3850379;3850393;14500947;14502243;1;1;kWh;m3;14;1296;10781803;10782166;0,01;kWh;3,63;17,63;1497
1205495;2024-01-03 11:57:42.847;309,1;8;138486;3000;0;NULL;353,5;0;309,1;1;653;NULL;2024-01-03 12:20:46.307;NULL;NULL;NULL;NULL;2024-01-03 12:07:24.147;2024-01-03 12:13:29.483;1098478;1098491;494649;494659;1;1;kWh;m3;13;10;NULL;NULL;NULL;NULL;NULL;13;779
1205494;2024-01-03 11:52:35.460;526,5;13;138485;4000;0;NULL;630,1;0;526,5;1;651;NULL;2024-01-03 12:28:47.110;NULL;NULL;NULL;NULL;2024-01-03 12:12:27.580;2024-01-03 12:22:35.133;3850364;3850378;14499651;14500947;1;1;kWh;m3;14;1296;10781629;10781789;0,01;kWh;1,6;15,6;1496
1205493;2024-01-03 11:50:18.523;309,3;7;138486;3000;0;NULL;353,9;0;309,3;0;654;NULL;2024-01-03 12:09:57.273;NULL;NULL;NULL;NULL;2024-01-03 11:56:58.423;2024-01-03 12:02:50.780;1098455;1098468;494639;494648;1;1;kWh;m3;13;9;NULL;NULL;NULL;NULL;NULL;13;777
1205492;2024-01-03 11:44:58.533;526,8;12;138485;4000;0;NULL;630,3;0;526,8;1;651;NULL;2024-01-03 12:17:45.930;NULL;NULL;NULL;NULL;2024-01-03 12:02:15.780;2024-01-03 12:12:01.443;3850350;3850364;14498359;14499651;1;1;kWh;m3;14;1292;10781469;10781626;0,01;kWh;1,57;15,57;1495
1205491;2024-01-03 11:41:55.023;309,2;6;138486;3000;0;NULL;354,2;0;309,2;0;654;NULL;2024-01-03 12:02:48.967;NULL;NULL;NULL;NULL;2024-01-03 11:49:48.657;2024-01-03 11:55:43.717;1098438;1098451;494629;494639;1;1;kWh;m3;13;10;NULL;NULL;NULL;NULL;NULL;13;775
1205490;2024-01-03 11:33:59.793;309,1;5;138486;3000;0;NULL;353,7;0;309,1;0;654;NULL;2024-01-03 11:54:52.527;NULL;NULL;NULL;NULL;2024-01-03 11:41:28.147;2024-01-03 11:47:25.373;1098421;1098434;494619;494629;1;1;kWh;m3;13;10;NULL;NULL;NULL;NULL;NULL;13;773
1205489;2024-01-03 11:31:52.097;526,6;11;138485;4000;0;NULL;630,4;0;526,6;1;651;NULL;2024-01-03 12:07:45.973;NULL;NULL;NULL;NULL;2024-01-03 11:51:58.540;2024-01-03 12:01:54.703;3850336;3850350;14497063;14498359;1;1;kWh;m3;14;1296;10781304;10781465;0,01;kWh;1,61;15,61;1494
1205488;2024-01-03 11:23:41.037;309,6;4;138486;3000;0;NULL;354,2;0;309,6;1;654;NULL;2024-01-03 11:44:46.037;NULL;NULL;NULL;NULL;2024-01-03 11:31:15.163;2024-01-03 11:37:08.543;1098399;1098412;494608;494618;1;1;kWh;m3;13;10;NULL;NULL;NULL;NULL;NULL;13;771
1205487;2024-01-03 11:21:28.357;526,6;10;138485;4000;0;NULL;630,1;0;526,6;1;651;NULL;2024-01-03 11:57:46.460;NULL;NULL;NULL;NULL;2024-01-03 11:41:33.387;2024-01-03 11:51:42.107;3850322;3850336;14495769;14497063;1;1;kWh;m3;14;1294;10781137;10781295;0,01;kWh;1,58;15,58;1493
1205486;2024-01-03 11:13:14.850;309,9;3;138486;3000;0;NULL;354,7;0;309,9;1;654;NULL;2024-01-03 11:35:46.757;NULL;NULL;NULL;NULL;2024-01-03 11:21:57.317;2024-01-03 11:28:01.560;1098379;1098392;494597;494607;1;1;kWh;m3;13;10;NULL;NULL;NULL;NULL;NULL;13;769
1205485;2024-01-03 11:11:06.593;526,7;9;138485;4000;0;NULL;630,4;0;526,7;1;651;NULL;2024-01-03 11:47:46.673;NULL;NULL;NULL;NULL;2024-01-03 11:31:14.860;2024-01-03 11:41:20.223;3850308;3850322;14494468;14495769;1;1;kWh;m3;14;1301;10780969;10781131;0,01;kWh;1,62;15,62;1492
1205484;2024-01-03 11:02:54.840;310,8;2;138486;3000;0;NULL;354,1;0;310,8;1;654;NULL;2024-01-03 11:26:46.290;NULL;NULL;NULL;NULL;2024-01-03 11:10:22.070;2024-01-03 11:16:24.917;1098354;1098367;494585;494595;1;1;kWh;m3;13;10;NULL;NULL;NULL;NULL;NULL;13;767
1205483;2024-01-03 11:00:55.900;526,7;8;138485;4000;0;NULL;630,2;0;526,7;1;652;NULL;2024-01-03 11:36:46.590;NULL;NULL;NULL;NULL;2024-01-03 11:20:55.073;2024-01-03 11:30:50.507;3850294;3850308;14493165;14494468;1;1;kWh;m3;14;1303;10780804;10780966;0,01;kWh;1,62;15,62;1491
1205482;2024-01-03 10:57:31.000;310,5;1;138486;3000;0;NULL;354,7;0;310,5;1;654;NULL;2024-01-03 11:21:46.063;NULL;NULL;NULL;NULL;2024-01-03 11:01:49.140;2024-01-03 11:07:50.997;1098336;1098349;494574;494585;1;1;kWh;m3;13;11;NULL;NULL;NULL;NULL;NULL;13;765
1205481;2024-01-03 10:50:46.923;526,5;7;138485;4000;0;NULL;630,1;0;526,5;0;652;NULL;2024-01-03 11:25:49.170;NULL;NULL;NULL;NULL;2024-01-03 11:10:30.200;2024-01-03 11:20:44.573;3850280;3850294;14491853;14493165;1;1;kWh;m3;14;1312;10780391;10780800;0,01;kWh;4,09;18,09;1490
