ID_ZLECENIA_PALONA;DTZAPIS;ILOSC_PALONA;NUMERZASYPU;IDZLECENIE;NUMERPIECA;Anulowany;Zagubiona;SUMA_ZIELONEJ;QuantityError;PREV_ILOSC_PALONA;Posted;ZbiornikKawyPalonej;LockedByEditor;dtLastEdited;ExternalErrorCleaner;READJUSTED_BY;TruckNo1;TruckNo2;dtRoastingStart;dtRoastingFinish;ikWh_counter_start;ikWh_counter_finish;im3_counter_start;im3_counter_finish;ikWh_multiplier;im3_multiplier;ikWh_unit_name;im3_unit_name;ikWh_consumption;im3_consumption;ikWh_counter1_start;ikWh_counter1_finish;ikWh_multiplier1;ikWh_unit_name1;ikWh_consumption1;ikWh_total_consumption;lTriggerCounter
1200348;2023-12-06 01:00:21.930;343,3;5;137994;3000;0;NULL;400,4;0;343,3;1;616;NULL;2023-12-06 01:22:44.123;NULL;NULL;NULL;NULL;2023-12-06 01:06:48.410;2023-12-06 01:13:22.977;1042500;1042514;467800;467809;1;1;kWh;m3;14;9;NULL;NULL;NULL;NULL;NULL;14;541
1200347;2023-12-06 00:56:05.487;522,8;5;137993;4000;0;NULL;604,4;0;522,8;1;652;NULL;2023-12-06 01:25:43.627;NULL;NULL;NULL;NULL;2023-12-06 01:09:18.397;2023-12-06 01:17:24.050;3814071;3814083;11440519;11441838;1;1;kWh;m3;12;1319;10188388;10188547;0,01;kWh;1,59;13,59;8903
1200346;2023-12-06 00:52:57.220;343,3;4;137994;3000;0;NULL;400,3;0;343,3;1;616;NULL;2023-12-06 01:14:44.497;NULL;NULL;NULL;NULL;2023-12-06 00:59:36.277;2023-12-06 01:06:15.583;1042482;1042498;467790;467800;1;1;kWh;m3;16;10;NULL;NULL;NULL;NULL;NULL;16;539
1200345;2023-12-06 00:48:48.713;520,2;4;137993;4000;0;NULL;602,0001;0;520,2;1;652;NULL;2023-12-06 01:14:44.390;NULL;NULL;NULL;NULL;2023-12-06 01:00:38.130;2023-12-06 01:08:35.323;3814059;3814071;11439206;11440519;1;1;kWh;m3;12;1313;10188086;10188375;0,01;kWh;2,89;14,89;8902
1200344;2023-12-06 00:45:56.707;343,9;3;137994;3000;0;NULL;400,4;0;343,9;1;616;NULL;2023-12-06 01:07:44.030;NULL;NULL;NULL;NULL;2023-12-06 00:52:41.270;2023-12-06 00:58:42.320;1042467;1042482;467781;467790;1;1;kWh;m3;15;9;NULL;NULL;NULL;NULL;NULL;15;537
1200343;2023-12-06 00:41:27.270;522,3;3;137993;4000;0;NULL;604,1;0;522,3;1;652;NULL;2023-12-06 01:06:44.113;NULL;NULL;NULL;NULL;2023-12-06 00:51:53.197;2023-12-06 00:59:36.377;3814047;3814057;11437885;11439206;1;1;kWh;m3;10;1321;10187933;10188068;0,01;kWh;1,35;11,35;8901
1200342;2023-12-06 00:35:36.277;341,9;2;137994;3000;0;NULL;400,6;0;341,9;1;616;NULL;2023-12-06 01:00:43.703;NULL;NULL;NULL;NULL;2023-12-06 00:44:55.337;2023-12-06 00:51:36.537;1042451;1042465;467771;467781;1;1;kWh;m3;14;10;NULL;NULL;NULL;NULL;NULL;14;535
1200341;2023-12-06 00:33:50.450;521,5;2;137993;4000;0;NULL;602,9999;0;521,5;1;652;NULL;2023-12-06 00:56:44.017;NULL;NULL;NULL;NULL;2023-12-06 00:43:14.400;2023-12-06 00:50:46.967;3814034;3814045;11436567;11437885;1;1;kWh;m3;11;1318;10187802;10187911;0,01;kWh;1,09;12,09;8900
1200340;2023-12-06 00:29:45.000;342,8;1;137994;3000;0;NULL;400,4;0;342,8;1;616;NULL;2023-12-06 00:51:43.920;NULL;NULL;NULL;NULL;2023-12-06 00:34:56.440;2023-12-06 00:41:51.517;1042428;1042444;467760;467770;1;1;kWh;m3;16;10;NULL;NULL;NULL;NULL;NULL;16;533
1200339;2023-12-06 00:27:12.000;521,6;1;137993;4000;0;NULL;603,4;0;521,6;1;652;NULL;2023-12-06 00:48:43.497;NULL;NULL;NULL;NULL;2023-12-06 00:34:18.127;2023-12-06 00:41:51.617;3814022;3814032;11435247;11436567;1;1;kWh;m3;10;1320;10187554;10187786;0,01;kWh;2,32;12,32;8899
1200338;2023-12-06 00:18:37.320;341,5;13;137991;3000;0;NULL;400,1;0;341,5;1;615;NULL;2023-12-06 00:43:43.787;NULL;NULL;NULL;NULL;2023-12-06 00:26:41.123;2023-12-06 00:33:51.057;1042409;1042426;467750;467759;1;1;kWh;m3;17;9;NULL;NULL;NULL;NULL;NULL;17;531
1200337;2023-12-06 00:13:39.790;514,1;8;137992;4000;0;NULL;599,9;0;514,1;1;608;NULL;2023-12-06 00:37:43.537;NULL;NULL;NULL;NULL;2023-12-06 00:22:41.407;2023-12-06 00:29:52.623;3814006;3814017;11433907;11435247;1;1;kWh;m3;11;1340;10187049;10187410;0,01;kWh;3,61;14,61;8898
1200336;2023-12-06 00:10:35.933;342;12;137991;3000;0;NULL;400,9;0;342;1;615;NULL;2023-12-06 00:34:43.730;NULL;NULL;NULL;NULL;2023-12-06 00:17:51.590;2023-12-06 00:25:25.410;1042389;1042406;467740;467749;1;1;kWh;m3;17;9;NULL;NULL;NULL;NULL;NULL;17;529
1200335;2023-12-06 00:04:13.320;513,3;7;137992;4000;0;NULL;599,7;0;513,3;1;608;NULL;2023-12-06 00:29:43.153;NULL;NULL;NULL;NULL;2023-12-06 00:14:22.173;2023-12-06 00:21:38.470;3813994;3814005;11432568;11433907;1;1;kWh;m3;11;1339;10186817;10187031;0,01;kWh;2,14;13,14;8897
1200334;2023-12-06 00:00:58.757;341,9;11;137991;3000;0;NULL;400,8;0;341,9;1;615;NULL;2023-12-06 00:26:44.217;NULL;NULL;NULL;NULL;2023-12-06 00:09:51.143;2023-12-06 00:16:52.990;1042372;1042388;467730;467740;1;1;kWh;m3;16;10;NULL;NULL;NULL;NULL;NULL;16;527
1200333;2023-12-05 23:54:50.570;515,3;6;137992;4000;0;NULL;602,1;0;515,3;1;608;NULL;2023-12-06 00:19:44.240;NULL;NULL;NULL;NULL;2023-12-06 00:06:19.757;2023-12-06 00:13:40.587;3813982;3813993;11431229;11432568;1;1;kWh;m3;11;1339;10186586;10186801;0,01;kWh;2,15;13,15;8896
1200332;2023-12-05 23:53:08.173;341,7;10;137991;3000;0;NULL;400,2;0;341,7;1;615;NULL;2023-12-06 00:16:44.230;NULL;NULL;NULL;NULL;2023-12-06 00:00:02.047;2023-12-06 00:07:20.163;1042350;1042366;467719;467729;1;1;kWh;m3;16;10;NULL;NULL;NULL;NULL;NULL;16;525
1200331;2023-12-05 23:46:05.790;514,6;5;137992;4000;0;NULL;600,8;0;514,6;1;608;NULL;2023-12-06 00:11:44.033;NULL;NULL;NULL;NULL;2023-12-05 23:58:23.800;2023-12-06 00:05:40.807;3813971;3813982;11429892;11431229;1;1;kWh;m3;11;1337;10186346;10186571;0,01;kWh;2,25;13,25;8895
1200330;2023-12-05 23:40:58.830;341,4;9;137991;3000;0;NULL;400,3;0;341,4;1;615;NULL;2023-12-06 00:08:43.810;NULL;NULL;NULL;NULL;2023-12-05 23:51:45.180;2023-12-05 23:58:49.157;1042332;1042347;467708;467719;1;1;kWh;m3;15;11;NULL;NULL;NULL;NULL;NULL;15;523
1200329;2023-12-05 23:36:29.843;513,7;4;137992;4000;0;NULL;600,4;0;513,7;1;608;NULL;2023-12-06 00:03:44.113;NULL;NULL;NULL;NULL;2023-12-05 23:50:37.360;2023-12-05 23:57:34.603;3813959;3813970;11428554;11429892;1;1;kWh;m3;11;1338;10185956;10186322;0,01;kWh;3,66;14,66;8894
1200328;2023-12-05 23:32:51.200;341,5;8;137991;3000;0;NULL;400,3;0;341,5;1;615;NULL;2023-12-05 23:56:43.887;NULL;NULL;NULL;NULL;2023-12-05 23:40:21.687;2023-12-05 23:47:49.787;1042305;1042322;467698;467707;1;1;kWh;m3;17;9;NULL;NULL;NULL;NULL;NULL;17;521
1200327;2023-12-05 23:26:55.580;514;3;137992;4000;0;NULL;600,5;0;514;1;608;NULL;2023-12-05 23:55:44.030;NULL;NULL;NULL;NULL;2023-12-05 23:42:34.917;2023-12-05 23:49:48.223;3813947;3813958;11427213;11428554;1;1;kWh;m3;11;1341;10185718;10185937;0,01;kWh;2,19;13,19;8893
1200326;2023-12-05 23:21:55.863;340,6;7;137991;3000;0;NULL;400,4;0;340,6;1;615;NULL;2023-12-05 23:48:44.147;NULL;NULL;NULL;NULL;2023-12-05 23:32:38.743;2023-12-05 23:39:45.160;1042287;1042304;467687;467698;1;1;kWh;m3;17;11;NULL;NULL;NULL;NULL;NULL;17;519
1200325;2023-12-05 23:17:04.730;514,2;2;137992;4000;0;NULL;600;0;514,2;1;608;NULL;2023-12-05 23:47:44.857;NULL;NULL;NULL;NULL;2023-12-05 23:34:20.593;2023-12-05 23:41:41.140;3813936;3813947;11425870;11427213;1;1;kWh;m3;11;1343;10185517;10185705;0,01;kWh;1,88;12,88;8892
1200324;2023-12-05 23:13:54.887;340,9;6;137991;3000;0;NULL;400,4;0;340,9;1;615;NULL;2023-12-05 23:37:43.163;NULL;NULL;NULL;NULL;2023-12-05 23:21:23.087;2023-12-05 23:28:43.970;1042262;1042279;467677;467686;1;1;kWh;m3;17;9;NULL;NULL;NULL;NULL;NULL;17;517
1200323;2023-12-05 23:08:56.000;514,2;1;137992;4000;0;NULL;600,4;0;514,2;1;608;NULL;2023-12-05 23:38:44.000;NULL;NULL;NULL;NULL;2023-12-05 23:26:19.720;2023-12-05 23:33:31.093;3813925;3813935;11424497;11425870;1;1;kWh;m3;10;1373;10185369;10185506;0,01;kWh;1,37;11,37;8891
1200322;2023-12-05 23:05:52.620;341,6;5;137991;3000;0;NULL;400,3;0;341,6;1;615;NULL;2023-12-05 23:29:44.147;NULL;NULL;NULL;NULL;2023-12-05 23:13:24.700;2023-12-05 23:20:34.390;1042244;1042261;467667;467676;1;1;kWh;m3;17;9;NULL;NULL;NULL;NULL;NULL;17;515
1200321;2023-12-05 22:57:46.333;341,4;4;137991;3000;0;NULL;400,3;0;341,4;1;615;NULL;2023-12-05 23:21:44.343;NULL;NULL;NULL;NULL;2023-12-05 23:05:38.380;2023-12-05 23:12:41.440;1042227;1042242;467658;467667;1;1;kWh;m3;15;9;NULL;NULL;NULL;NULL;NULL;15;513
1200320;2023-12-05 22:56:42.217;522,8;6;137990;4000;0;NULL;604,7;0;522,8;1;652;NULL;2023-12-05 23:28:45.543;NULL;NULL;NULL;NULL;2023-12-05 23:13:41.370;2023-12-05 23:21:42.370;3813908;3813920;11423178;11424497;1;1;kWh;m3;12;1319;10184988;10185273;0,01;kWh;2,85;14,85;8890
1200319;2023-12-05 22:49:41.447;341,1;3;137991;3000;0;NULL;400,2;0;341,1;1;615;NULL;2023-12-05 23:13:44.067;NULL;NULL;NULL;NULL;2023-12-05 22:57:19.660;2023-12-05 23:04:26.043;1042208;1042224;467648;467657;1;1;kWh;m3;16;9;NULL;NULL;NULL;NULL;NULL;16;511
1200318;2023-12-05 22:48:53.763;522,9;5;137990;4000;0;NULL;604,4;0;522,9;1;652;NULL;2023-12-05 23:18:44.227;NULL;NULL;NULL;NULL;2023-12-05 23:05:06.933;2023-12-05 23:12:56.083;3813895;3813907;11421859;11423178;1;1;kWh;m3;12;1319;10184831;10184975;0,01;kWh;1,44;13,44;8889
1200317;2023-12-05 22:41:35.553;522,6;4;137990;4000;0;NULL;604,4999;0;522,6;1;651;NULL;2023-12-05 23:09:44.523;NULL;NULL;NULL;NULL;2023-12-05 22:56:12.940;2023-12-05 23:03:48.147;3813882;3813893;11420540;11421859;1;1;kWh;m3;11;1319;10184665;10184800;0,01;kWh;1,35;12,35;8888
1200316;2023-12-05 22:40:33.430;339,5;2;137991;3000;0;NULL;400,6;0;339,5;1;615;NULL;2023-12-05 23:05:44.243;NULL;NULL;NULL;NULL;2023-12-05 22:49:24.323;2023-12-05 22:56:29.670;1042191;1042206;467638;467648;1;1;kWh;m3;15;10;NULL;NULL;NULL;NULL;NULL;15;509
1200315;2023-12-05 22:33:59.373;522,3;3;137990;4000;0;NULL;604,1;0;522,3;1;651;NULL;2023-12-05 23:01:43.860;NULL;NULL;NULL;NULL;2023-12-05 22:47:20.617;2023-12-05 22:55:24.683;3813869;3813881;11419217;11420540;1;1;kWh;m3;12;1323;10184493;10184650;0,01;kWh;1,57;13,57;8887
1200314;2023-12-05 22:30:00.000;336,9;1;137991;3000;0;NULL;400,2;0;336,9;1;615;NULL;2023-12-05 22:55:43.423;NULL;NULL;NULL;NULL;2023-12-05 22:39:30.837;2023-12-05 22:46:51.010;1042169;1042185;467627;467637;1;1;kWh;m3;16;10;NULL;NULL;NULL;NULL;NULL;16;507
1200313;2023-12-05 22:26:52.890;521,3;2;137990;4000;0;NULL;601;0;521,3;1;651;NULL;2023-12-05 22:53:43.620;NULL;NULL;NULL;NULL;2023-12-05 22:38:28.353;2023-12-05 22:46:36.723;3813857;3813869;11417905;11419217;1;1;kWh;m3;12;1312;10184208;10184480;0,01;kWh;2,72;14,72;8886
1200312;2023-12-05 22:21:41.067;344,2;5;137989;3000;0;NULL;400,7;0;344,2;1;646;NULL;2023-12-05 22:43:43.733;NULL;NULL;NULL;NULL;2023-12-05 22:28:35.140;2023-12-05 22:35:17.673;1042143;1042159;467616;467625;1;1;kWh;m3;16;9;NULL;NULL;NULL;NULL;NULL;16;505
1200311;2023-12-05 22:19:56.000;523,7;1;137990;4000;0;NULL;604;0;523,7;1;651;NULL;2023-12-05 22:43:43.760;NULL;NULL;NULL;NULL;2023-12-05 22:30:02.510;2023-12-05 22:37:49.703;3813845;3813856;11416585;11417905;1;1;kWh;m3;11;1320;10184006;10184206;0,01;kWh;2;13;8885
1200310;2023-12-05 22:13:39.600;343,4;4;137989;3000;0;NULL;400,4;0;343,4;1;646;NULL;2023-12-05 22:36:43.390;NULL;NULL;NULL;NULL;2023-12-05 22:20:49.600;2023-12-05 22:27:31.850;1042126;1042141;467606;467616;1;1;kWh;m3;15;10;NULL;NULL;NULL;NULL;NULL;15;503
1200309;2023-12-05 22:07:44.940;516,1;16;137988;4000;0;NULL;603,1;0;516,1;1;602;NULL;2023-12-05 22:31:44.117;NULL;NULL;NULL;NULL;2023-12-05 22:17:18.697;2023-12-05 22:24:41.190;3813829;3813839;11415243;11416585;1;1;kWh;m3;10;1342;10183653;10183855;0,01;kWh;2,02;12,02;8884
1200308;2023-12-05 22:04:07.220;343,6;3;137989;3000;0;NULL;400,6;0;343,6;1;646;NULL;2023-12-05 22:28:43.657;NULL;NULL;NULL;NULL;2023-12-05 22:12:53.460;2023-12-05 22:19:39.123;1042107;1042124;467595;467606;1;1;kWh;m3;17;11;NULL;NULL;NULL;NULL;NULL;17;501
1200307;2023-12-05 21:58:06.800;513,6;15;137988;4000;0;NULL;600,4;0;513,6;1;602;NULL;2023-12-05 22:23:44.460;NULL;NULL;NULL;NULL;2023-12-05 22:08:00.063;2023-12-05 22:15:36.897;3813816;3813827;11413911;11415243;1;1;kWh;m3;11;1332;10183375;10183605;0,01;kWh;2,3;13,3;8883
1200306;2023-12-05 21:56:32.397;344,4;2;137989;3000;0;NULL;400,5;0;344,4;1;646;NULL;2023-12-05 22:18:47.597;NULL;NULL;NULL;NULL;2023-12-05 22:03:03.473;2023-12-05 22:09:54.183;1042084;1042102;467585;467595;1;1;kWh;m3;18;10;NULL;NULL;NULL;NULL;NULL;18;499
1200305;2023-12-05 21:48:00.453;513,4;14;137988;4000;0;NULL;600,2;0;513,4;1;602;NULL;2023-12-05 22:13:44.283;NULL;NULL;NULL;NULL;2023-12-05 22:00:14.287;2023-12-05 22:07:30.757;3813804;3813815;11412580;11413911;1;1;kWh;m3;11;1331;10182991;10183342;0,01;kWh;3,51;14,51;8882
1200304;2023-12-05 21:44:15.000;343,4;1;137989;3000;0;NULL;402,9;0;343,4;1;646;NULL;2023-12-05 22:11:31.763;NULL;NULL;NULL;NULL;2023-12-05 21:56:15.297;2023-12-05 22:02:02.313;1042068;1042084;467573;467585;1;1;kWh;m3;16;12;NULL;NULL;NULL;NULL;NULL;16;497
1200303;2023-12-05 21:39:28.813;515,3;13;137988;4000;0;NULL;603,1;0;515,3;1;602;NULL;2023-12-05 22:05:44.083;NULL;NULL;NULL;NULL;2023-12-05 21:54:39.160;2023-12-05 21:59:24.687;3813794;3813803;11411239;11412580;1;1;kWh;m3;9;1341;10182782;10182961;0,01;kWh;1,79;10,79;8881
1200302;2023-12-05 21:31:09.480;513;12;137988;4000;0;NULL;600,6;0;513;1;602;NULL;2023-12-05 21:57:44.080;NULL;NULL;NULL;NULL;2023-12-05 21:44:21.503;2023-12-05 21:52:27.367;3813781;3813790;11409902;11411239;1;1;kWh;m3;9;1337;10182530;10182725;0,01;kWh;1,95;10,95;8880
1200301;2023-12-05 21:29:05.657;338;14;137987;3000;0;NULL;399,9;0;338,1;0;649;NULL;2023-12-05 21:56:02.880;NULL;NULL;9;NULL;2023-12-05 21:37:24.547;2023-12-05 21:45:58.637;1042028;1042047;467562;467570;1;1;kWh;m3;19;8;NULL;NULL;NULL;NULL;NULL;19;495
1200300;2023-12-05 21:22:55.403;514;11;137988;4000;0;NULL;600,3;0;514;1;602;NULL;2023-12-05 21:49:03.477;NULL;NULL;NULL;NULL;2023-12-05 21:35:53.273;2023-12-05 21:43:27.387;3813769;3813780;11408560;11409902;1;1;kWh;m3;11;1342;10182307;10182513;0,01;kWh;2,06;13,06;8879
1200299;2023-12-05 21:18:10.687;340;13;137987;3000;0;NULL;399,9;0;340;1;649;NULL;2023-12-05 21:49:03.427;NULL;NULL;9;NULL;2023-12-05 21:28:04.060;2023-12-05 21:36:18.760;1042008;1042026;467553;467561;1;1;kWh;m3;18;8;NULL;NULL;NULL;NULL;NULL;18;493
1200298;2023-12-05 21:14:35.777;513,9;10;137988;4000;0;NULL;600,2;0;513,9;1;602;NULL;2023-12-05 21:41:03.373;NULL;NULL;NULL;NULL;2023-12-05 21:28:04.213;2023-12-05 21:35:22.923;3813757;3813768;11407210;11408560;1;1;kWh;m3;11;1350;10181914;10182273;0,01;kWh;3,59;14,59;8878
1200297;2023-12-05 21:07:52.633;340;12;137987;3000;0;NULL;399,9;0;340;1;650;NULL;2023-12-05 21:35:02.890;NULL;NULL;7;NULL;2023-12-05 21:17:30.120;2023-12-05 21:25:52.893;1041983;1042002;467543;467552;1;1;kWh;m3;19;9;NULL;NULL;NULL;NULL;NULL;19;491
1200296;2023-12-05 21:06:03.800;515,4;9;137988;4000;0;NULL;602,1;0;515,4;1;602;NULL;2023-12-05 21:33:02.857;NULL;NULL;NULL;NULL;2023-12-05 21:18:27.417;2023-12-05 21:25:52.997;3813744;3813755;11405844;11407210;1;1;kWh;m3;11;1366;10181654;10181877;0,01;kWh;2,23;13,23;8877
1200295;2023-12-05 20:57:53.457;339;11;137987;3000;0;NULL;400,1;0;339;1;650;NULL;2023-12-05 21:25:46.323;NULL;NULL;7;NULL;2023-12-05 21:07:22.077;2023-12-05 21:15:49.807;1041960;1041979;467533;467542;1;1;kWh;m3;19;9;NULL;NULL;NULL;NULL;NULL;19;489
1200294;2023-12-05 20:48:41.480;516,1;8;137988;4000;0;NULL;602,3;0;516,1;1;601;NULL;2023-12-05 21:19:45.743;NULL;NULL;NULL;NULL;2023-12-05 21:06:19.953;2023-12-05 21:13:52.817;3813729;3813740;11404497;11405844;1;1;kWh;m3;11;1347;10181352;10181574;0,01;kWh;2,22;13,22;8876
1200293;2023-12-05 20:47:17.047;340;10;137987;3000;0;NULL;400,1;0;340;1;649;NULL;2023-12-05 21:14:46.070;NULL;NULL;5;NULL;2023-12-05 20:57:17.133;2023-12-05 21:05:35.793;1041938;1041956;467524;467533;1;1;kWh;m3;18;9;NULL;NULL;NULL;NULL;NULL;18;487
1200292;2023-12-05 20:39:59.930;516,1;7;137988;4000;0;NULL;599,6;0;516,1;1;601;NULL;2023-12-05 21:06:45.130;NULL;NULL;NULL;NULL;2023-12-05 20:54:04.700;2023-12-05 21:00:59.927;3813713;3813724;11403165;11404497;1;1;kWh;m3;11;1332;10181006;10181212;0,01;kWh;2,06;13,06;8875
1200291;2023-12-05 20:35:45.460;340;9;137987;3000;0;NULL;399,9;0;340;1;649;NULL;2023-12-05 21:06:45.093;NULL;NULL;5;NULL;2023-12-05 20:46:43.527;2023-12-05 20:54:55.863;1041915;1041934;467514;467523;1;1;kWh;m3;19;9;NULL;NULL;NULL;NULL;NULL;19;485
1200290;2023-12-05 20:31:32.493;515,6;6;137988;4000;0;NULL;599,9;0;515,6;1;601;NULL;2023-12-05 20:58:43.313;NULL;NULL;NULL;NULL;2023-12-05 20:45:54.350;2023-12-05 20:52:57.047;3813702;3813711;11401836;11403165;1;1;kWh;m3;9;1329;10180610;10180917;0,01;kWh;3,07;12,07;8874
1200289;2023-12-05 20:26:44.307;338;8;137987;3000;0;NULL;400,1;0;338;1;650;NULL;2023-12-05 20:53:44.250;NULL;NULL;7;NULL;2023-12-05 20:35:19.173;2023-12-05 20:43:45.230;1041889;1041908;467504;467512;1;1;kWh;m3;19;8;NULL;NULL;NULL;NULL;NULL;19;483
1200288;2023-12-05 20:23:10.197;518,9;5;137988;4000;0;NULL;604,5;0;518,9;1;601;NULL;2023-12-05 20:50:43.663;NULL;NULL;NULL;NULL;2023-12-05 20:37:40.717;2023-12-05 20:44:52.460;3813689;3813699;11400496;11401836;1;1;kWh;m3;10;1340;10180375;10180564;0,01;kWh;1,89;11,89;8873
1200287;2023-12-05 20:16:52.337;339;7;137987;3000;0;NULL;399,7;0;339;1;650;NULL;2023-12-05 20:45:44.483;NULL;NULL;7;NULL;2023-12-05 20:25:40.460;2023-12-05 20:34:15.000;1041868;1041887;467495;467504;1;1;kWh;m3;19;9;NULL;NULL;NULL;NULL;NULL;19;481
1200286;2023-12-05 20:14:06.513;517,3;4;137988;4000;0;NULL;602,1;0;517,3;1;601;NULL;2023-12-05 20:43:43.150;NULL;NULL;NULL;NULL;2023-12-05 20:29:48.983;2023-12-05 20:37:14.140;3813678;3813688;11399193;11400496;1;1;kWh;m3;10;1303;10180148;10180354;0,01;kWh;2,06;12,06;8872
1200285;2023-12-05 20:07:34.920;339,6;6;137987;3000;0;NULL;399,7;0;339,6;1;654;NULL;2023-12-05 20:33:43.423;NULL;NULL;NULL;NULL;2023-12-05 20:16:22.820;2023-12-05 20:24:52.577;1041846;1041866;467486;467495;1;1;kWh;m3;20;9;NULL;NULL;NULL;NULL;NULL;20;479
1200284;2023-12-05 20:05:51.933;514,5;3;137988;4000;0;NULL;599,6;0;514,5;1;601;NULL;2023-12-05 20:34:43.397;NULL;NULL;NULL;NULL;2023-12-05 20:21:29.537;2023-12-05 20:28:56.710;3813665;3813677;11397827;11399163;1;1;kWh;m3;12;1336;10179871;10180120;0,01;kWh;2,49;14,49;8871
1200283;2023-12-05 19:57:33.563;339;5;137987;3000;0;NULL;400,1;0;339;1;654;NULL;2023-12-05 20:24:43.637;NULL;NULL;NULL;NULL;2023-12-05 20:06:35.140;2023-12-05 20:14:54.460;1041825;1041844;467477;467486;1;1;kWh;m3;19;9;NULL;NULL;NULL;NULL;NULL;19;477
1200282;2023-12-05 19:48:02.113;339,4;4;137987;3000;0;NULL;399,7;0;339,4;1;654;NULL;2023-12-05 20:14:43.720;NULL;NULL;NULL;NULL;2023-12-05 19:56:54.967;2023-12-05 20:05:38.890;1041803;1041822;467468;467477;1;1;kWh;m3;19;9;NULL;NULL;NULL;NULL;NULL;19;475
1200281;2023-12-05 19:47:47.953;514,2;2;137988;4000;0;NULL;599,8;0;514,2;1;601;NULL;2023-12-05 20:26:44.410;NULL;NULL;NULL;NULL;2023-12-05 20:13:38.293;2023-12-05 20:20:57.993;3813654;3813665;11396481;11397827;1;1;kWh;m3;11;1346;10179531;10179855;0,01;kWh;3,24;14,24;8870
1200280;2023-12-05 19:39:54.000;515,8;1;137988;4000;0;NULL;601,7;0;515,8;0;601;NULL;2023-12-05 20:19:16.963;NULL;NULL;NULL;NULL;2023-12-05 20:05:08.277;2023-12-05 20:12:40.290;3813643;3813652;11395097;11396481;1;1;kWh;m3;9;1384;10179383;10179505;0,01;kWh;1,22;10,22;8869
1200279;2023-12-05 19:37:37.327;338,9;3;137987;3000;0;NULL;399,8;0;338,9;1;653;NULL;2023-12-05 20:05:43.697;NULL;NULL;NULL;NULL;2023-12-05 19:47:31.603;2023-12-05 19:55:58.923;1041781;1041800;467459;467468;1;1;kWh;m3;19;9;NULL;NULL;NULL;NULL;NULL;19;474
1200278;2023-12-05 19:28:42.577;520,6;7;137986;4000;0;NULL;600,5;0;520,6;1;649;NULL;2023-12-05 20:00:44.357;NULL;NULL;NULL;NULL;2023-12-05 19:45:46.947;2023-12-05 19:53:41.010;3813619;3813631;11393786;11395097;1;1;kWh;m3;12;1311;10179029;10179178;0,01;kWh;1,49;13,49;8867
1200277;2023-12-05 19:24:37.653;339,6;2;137987;3000;0;NULL;400,1;0;339,6;1;653;NULL;2023-12-05 19:55:43.817;NULL;NULL;NULL;NULL;2023-12-05 19:36:57.763;2023-12-05 19:45:46.843;1041758;1041777;467448;467458;1;1;kWh;m3;19;10;NULL;NULL;NULL;NULL;NULL;19;472
1200276;2023-12-05 19:19:54.913;519,4;6;137986;4000;0;NULL;600,5;0;519,4;1;650;NULL;2023-12-05 19:50:43.190;NULL;NULL;NULL;NULL;2023-12-05 19:36:47.280;2023-12-05 19:45:05.597;3813607;3813619;11392472;11393786;1;1;kWh;m3;12;1314;10178861;10179020;0,01;kWh;1,59;13,59;8866
1200275;2023-12-05 19:16:17.000;339,5;1;137987;3000;0;NULL;399,7;0;339,5;1;653;NULL;2023-12-05 19:42:42.807;NULL;NULL;NULL;NULL;2023-12-05 19:23:29.697;2023-12-05 19:31:55.500;1041727;1041747;467436;467446;1;1;kWh;m3;20;10;NULL;NULL;NULL;NULL;NULL;20;470
1200274;2023-12-05 19:11:04.280;520;5;137986;4000;0;NULL;601,6;0;520;1;651;NULL;2023-12-05 22:11:27.317;1;40;NULL;NULL;2023-12-05 19:28:25.657;2023-12-05 19:35:55.310;3813595;3813606;11391157;11392472;1;1;kWh;m3;11;1315;10178553;10178837;0,01;kWh;2,84;13,84;NULL
1200273;2023-12-05 19:03:15.453;344,3;10;137984;3000;0;NULL;401,4;0;344,3;1;645;NULL;2023-12-05 19:25:44.210;NULL;NULL;NULL;NULL;2023-12-05 19:10:02.913;2023-12-05 19:16:52.150;1041697;1041713;467425;467434;1;1;kWh;m3;16;9;NULL;NULL;NULL;NULL;NULL;16;468
1200272;2023-12-05 19:03:15.113;520,7;4;137986;4000;0;NULL;601,7;0;520,7;0;649;NULL;2023-12-05 19:35:02.210;NULL;NULL;NULL;NULL;2023-12-05 19:19:18.237;2023-12-05 19:27:10.873;3813581;3813593;11389839;11391157;1;1;kWh;m3;12;1318;10178390;10178535;0,01;kWh;1,45;13,45;8865
1200271;2023-12-05 18:55:52.093;344,3;9;137984;3000;0;NULL;401,6;0;344,3;1;645;NULL;2023-12-05 19:17:44.123;NULL;NULL;NULL;NULL;2023-12-05 19:02:55.673;2023-12-05 19:09:19.193;1041679;1041695;467415;467425;1;1;kWh;m3;16;10;NULL;NULL;NULL;NULL;NULL;16;466
1200270;2023-12-05 18:53:02.440;521,3;3;137986;4000;0;NULL;600,8;0;521,3;1;651;NULL;2023-12-05 19:24:48.310;NULL;NULL;NULL;NULL;2023-12-05 19:10:34.397;2023-12-05 19:18:36.053;3813569;3813581;11388519;11389839;1;1;kWh;m3;12;1320;10178230;10178380;0,01;kWh;1,5;13,5;8863
